DealerCommunityActivated	Account_Number	HDID	Date	Name	ADD1	ADD2	City	State	Zip	Country	Phone	Lead_SMS_Phone	Request_A_Consultation	Lead_SMS_Notification	ShopAtHome	Rank	Email	Lead_Email	Website	HD_Website	HD_Website2	GalleryImage	Criteria_1	Criteria_2	Criteria_3	Criteria_4	Hours	Hours_Fr	By_Appointment_Only
true	10043257|1000|01|00	232406	11/21/2019	Cane Bay Window Fashions	710 Battery Edge Dr		Summerville	SC	29486-8257	US	(843) 899-4545		false	false	H	A	john@canebaywindowfashions.com	john@canebaywindowfashions.com		www.canebaywindowfashions.net	www.canebaywindowfashions.net						M-F: 8:00 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 08H00 - 17H00, SAM: 08H00 - 17H00, DIM: Fermé, 	false
true	10043271|1000|01|00	252209	11/21/2019	Le Claire Interiors	440 Cormorant Dr		Vonore	TN	37885-5341	US	(423) 295-4634		false	false	H	A	hurkabob@aol.com	hurkabob@aol.com								Centurion	Please call for appointment.<br/>(423) 884-6087	Veuillez appeler pour une consultation.<br/>(423) 884-6087	false
true	10043618|1000|01|00	237031	11/21/2019	Scott's Glass Inc.	2601 Main St		Miles City	MT	59301-3901	US	(406) 234-1386		false	false	B	A	jeanflooringamerica@midrivers.com	jeanflooringamerica@midrivers.com									Please call for store hours.<br/>(406) 234-1386	Appelez pour les heures de magasin.<br/>(406) 234-1386	false
true	10043630|1000|01|00	240345	11/21/2019	Spencer Carlson Furniture & Design	413 N Kellogg St		Kennewick	WA	99336-4943	US	(509) 736-5342		false	false	B	C	peggy@spencercarlson.com	peggy@spencercarlson.com		www.spencercarlson.com	www.spencercarlson.com					Centurion	M-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10043620|1000|01|00	405222	11/21/2019	Carpet Isle Flooring America	424 Kanoelehua Ave		Hilo	HI	96720-4619	US	(808) 935-0047		false	false	S	B	cisle@hawaii.rr.com	cisle@hawaii.rr.com		www.carpetislehilo.com	www.carpetislehilo.com						M-F: 8:30 am - 5:00 pm, Sat: 9:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 08H30 - 17H00, SAM: 09H00 - 16H00, DIM: Fermé, 	false
true	10043635|1000|01|00	273897	11/21/2019	Ultimate Blind Co	23624 NE 7th Ct		Sammamish	WA	98074-3616	US	(425) 836-5379		false	false	H	B	daryl.brewer@comcast.net	daryl.brewer@comcast.net		www.theultimateblindco.com	www.theultimateblindco.com						M-F: By Appointment Only, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10043409|1000|01|00	515557	11/21/2019	Interior Spaces	8175 SW Shenandoah Way		Tualatin	OR	97062-9302	US	(503) 692-6077		false	false	H	A	interiors4u@gmail.com	interiors4u@gmail.com		www.oregonwindowcoverings.com	www.oregonwindowcoverings.com						M-F: 8:00 am - 6:00 pm, Sat: 8:00 am - 6:00 pm, Sun: By Appointment Only, 	LUN-VEN: 08H00 - 18H00, SAM: 08H00 - 18H00, DIM: Sur rendez-vous uniquement, 	false
true	10057929|1000|01|00	237135	11/21/2019	Great Floors Llc	407 S Catlin St		Missoula	MT	59801-1505	US	(406) 721-1810		false	false	B	B	j.dennison@greatfloors.com	c.bowler@greatfloors.com, j.dennison@greatfloors.com		www.greatfloors.hdwfdealer.com	Click here to visit this dealer's website						M-F: 8:30 am - 5:30 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 08H30 - 17H30, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10043816|1000|01|00	267507	11/21/2019	Gorge Blinds	1936 12th St	Ste 200	Hood River	OR	97031-9301	US	(541) 308-0878		false	false	B	B	gorgeblinds@gmail.com	gorgeblinds@gmail.com		www.gorgeblinds.hdwfdealer.com	Click here to visit this dealer's website						M-F: By Appointment Only, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10043572|1000|01|00	513495	11/21/2019	Cozy Carpet Interiors	17035 N Eagle River Loop Rd		Eagle River	AK	99577-7803	US	(907) 694-2699		true	false	B	B	melissa@cozyinteriors.com	melissa@cozyinteriors.com, hickey5@mtaonline.net		www.cozyinteriors.hdwfdealer.com	Click here to visit this dealer's website					Centurion	M-F: 9:00 am - 6:00 pm, Sat: 10:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 18H00, SAM: 10H00 - 16H00, DIM: Fermé, 	false
true	10043578|1000|01|00	239362	11/21/2019	The Decorated Wall	186 SE Mill St		Dallas	OR	97338-1908	US	(503) 623-3812		true	false	B	B	jan.decoratedwall@gmail.com	jan.decoratedwall@gmail.com, brianna.decoratedwall@gmail.com, david.windowpro@gmail.com		www.thedecoratedwall.com	www.thedecoratedwall.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: 9:00 am - 2:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 09H00 - 14H00, DIM: Fermé, 	false
true	10043746|1000|01|00	251498	11/21/2019	Allbright Window & Floor Coverings	16681 Roscoe Blvd		North Hills	CA	91343-6109	US	(818) 786-2271		false	false	B	B	mickey@allbrightwc.com	marketing@allbrightwc.com, mickey@allbrightwc.com		www.allbrightwindowfashions.com	www.allbrightwindowfashions.com						M-F: 8:00 am - 5:00 pm, Sat: 10:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 08H00 - 17H00, SAM: 10H00 - 15H00, DIM: Fermé, 	false
true	10043748|1000|01|00	251405	11/21/2019	The Drapery Guy	31133 Via Colinas	Ste 101	Westlake Village	CA	91362-4517	US	(818) 707-8500		true	false	B	C	818tdg@gmail.com	draperyguyinfo@gmail.com, janinefpowers@hotmail.com		www.westlakedraperies.com	www.westlakedraperies.com					Centurion	M-F: 10:00 am - 5:00 pm, Sat: 12:00 pm - 5:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: 12H00 - 17H00, DIM: Fermé, 	false
true	10043750|1000|01|00	235158	11/21/2019	Andersen's Decorating Center	2055 Palos Verdes Dr N		Lomita	CA	90717-3701	US	(310) 530-0613		true	false	B	C	andersens.decor@att.net	areli@andersensdecorating.com, andersens.decor@att.net, louie@andersensdecorating.com, andersensdecor@att.net, dolly@andersensdecorating.com, pati@andersensdecorating.com		www.andersensdecoratingctr.com	www.andersensdecoratingctr.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: 9:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 09H00 - 17H00, DIM: Fermé, 	false
true	10044219|1000|01|00	249030	11/21/2019	Palm Desert Carpet	75161 Sego Ln	Ste F11	Palm Desert	CA	92211-5166	US	(760) 568-0341		true	false	B	A	annepdc@me.com	annepdc@me.com, annepdc@me.com		www.palmdesertcarpet.hdwfdealer.com	Click here to visit this dealer's website					Centurion	M-F: 10:00 am - 4:00 pm, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: 10H00 - 16H00, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10044228|1000|01|00	255303	11/21/2019	Five Star Upholstery & Decorating	23854 Via Fabricante	Ste C1	Mission Viejo	CA	92691-3153	US	(949) 770-6504		false	false	B	B	5star@5star.occoxmail.com	5star@5star.occoxmail.com, tigertony@cox.net		www.fivestarupholsteryanddecorating.com	www.fivestarupholsteryanddecorating.com						M-F: 9:00 am - 5:30 pm, Sat: 9:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H30, SAM: 09H00 - 15H00, DIM: Fermé, 	false
true	10026185|1000|01|00	243383	11/21/2019	Fitch's Niche	3100 S Carolyn Ave		Sioux Falls	SD	57106-0729	US	(605) 361-9214		false	false	B	A	fitchpamela@hotmail.com	fitchpamela@hotmail.com		www.fitchsniche.com	www.fitchsniche.com						M-F: By Appointment Only, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10026198|1000|01|00	428444	11/21/2019	Window World	47947 150th St		Milbank	SD	57252-5921	US	(605) 949-0617		false	false	H	A	kuperjl@msn.com	kuperjl@msn.com									Please call for appointment.<br/>(605) 949-0617	Veuillez appeler pour une consultation.<br/>(605) 949-0617	false
true	10026199|1000|01|00	249283	11/21/2019	Windows By Marnee	250 Jersey Ave S		Golden Valley	MN	55426-1530	US	(763) 593-9892		false	false	H	B	windowsbymarnee@gmail.com	windowsbymarnee@gmail.com		www.windowsbymarnee.com	www.windowsbymarnee.com					Centurion	M-F: By Appointment Only, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10057849|1010|01|00		11/21/2019	Urban Home Design & Custom Kitchens	1473 Stittsville Main St		STITTSVILLE	ON	K2S 1B3	CA	(613) 240-2524		false	false	H	A	erica@uhdcustomkitchens.com	erica@uhdcustomkitchens.com									Please call for appointment.<br/>(613) 240-2524	Veuillez appeler pour une consultation.<br/>(613) 240-2524	false
true	10026235|1000|01|00	690103	11/21/2019	Dakota Blinds Llc	1492 Highway 18 NE		Hatton	ND	58240-9207	US	(701) 543-9814		false	false	H	A	thandly@dakotablinds.com	thandly@dakotablinds.com									Please call for appointment.<br/>(701) 543-9814	Veuillez appeler pour une consultation.<br/>(701) 543-9814	false
true	10025838|1000|01|00	1673080	11/21/2019	Budget Blinds Of Stillwater	5710 Memorial Ave N	Ste 1101	Stillwater	MN	55082-1088	US	(651) 554-7620		false	false	H	A	pbrown@budgetblinds.com	pbrown@budgetblinds.com									Please call for appointment.<br/>(651) 554-7620	Veuillez appeler pour une consultation.<br/>(651) 554-7620	false
true	10025843|1000|01|00	242107	11/21/2019	Mr. Miniblind of Southern Oregon	1777 SE Portola Dr		Grants Pass	OR	97526-4073	US	(541) 773-3359		false	false	H	A	mwiegand20@gmail.com	mwiegand20@gmail.com									Please call for appointment.<br/>(541) 773-3359	Veuillez appeler pour une consultation.<br/>(541) 773-3359	false
true	10025844|1000|01|00	2442847	11/21/2019	A & L Homes/Window World	25023 E Appleway Ave		Liberty Lake	WA	99019-9545	US	(208) 664-2032	2088189524	true	true	B	B	spokane@windowworldinc.com	lisa.gwaltney9@gmail.com, spokane@windowworld.com, spokane@windowworldinc.com, spokane@windowworldinc.com		www.blindsbyaandlhomes.com	www.blindsbyaandlhomes.com					Centurion	M: 10:00 am - 3:00 pm, T-F: 9:00 am - 3:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN: 10H00 - 15H00, MAR-VEN: 09H00 - 15H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10025850|1000|01|00	2456087	11/21/2019	The Square Nest	2116 S Highland Dr		Salt Lake City	UT	84106-2807	US	(801) 746-0255		false	false	B	A	thesquarenest@qwestoffice.net	thesquarenest@qwestoffice.net									Please call for store hours.<br/>(801) 746-0255	Appelez pour les heures de magasin.<br/>(801) 746-0255	false
true	10025857|1000|01|00	2459768	11/21/2019	Bamboo Automated Window Fashions	2560 N Powerline Rd	Ste 203	Pompano Beach	FL	33069-1057	US	(954) 532-0441		false	false	B	B	bambooautomatedwf@bellsouth.net	diana@bambooautomated.com, sales@bambooautomated.com, bambooautomatedwf@bellsouth.net		www.bambooautomatedwindowfashions.com	www.bambooautomatedwindowfashions.com						M-F: 9:00 am - 5:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Fermé, DIM: Fermé, 	false
true	10025862|1000|01|00	717915	11/21/2019	Ethan Allen	3524 US Highway 1		Princeton	NJ	08540-5924	US	(609) 750-9600		false	false	B	A	yolanda.mackey@ethanallen.com	jkaryczak@ethanalleninc.com, susan.geiger@ethanallen.com									Please call for store hours.<br/>(609) 750-9600	Appelez pour les heures de magasin.<br/>(609) 750-9600	false
true	10025870|1000|01|00	2450498	11/21/2019	DeLoreto Interiors, Inc.	250 N Orlando Ave		Winter Park	FL	32789-3674	US	(407) 677-9777		false	false	S	A	gabe@deloretointeriors.com	office@deloretointeriors.com, gabe@deloretointeriors.com		www.cflwindowtreatments.com	www.cflwindowtreatments.com						M: 10:00 am - 5:00 pm, T-Th: 10:00 am - 5:30 pm, F: 10:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN: 10H00 - 17H00, MAR-JEU: 10H00 - 17H30, VEN: 10H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10025902|1000|01|00	1963177	11/21/2019	Florida Living Quarters	245 Wheelhouse Ln	Ste 1401	Lake Mary	FL	32746-3675	US	(407) 878-6657		true	false	B	B	emily@floridalivingquarters.com	mindy@floridalivingquarters.com, erika@floridalivingquarters.com		www.orlandoshadesandshutters.com	www.orlandoshadesandshutters.com					Centurion	M-F: By Appointment Only, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10025904|1000|01|00	263940	11/21/2019	Coulter's Design Gallery	2309 E Tulare Ave		Tulare	CA	93274-3225	US	(559) 686-3450		false	false	S	A	bwallace@coultersflooringamerica.com	bwallace@coultersflooringamerica.com								Centurion	Please call for store hours.<br/>(559) 686-3450	Appelez pour les heures de magasin.<br/>(559) 686-3450	false
true	10026375|1000|01|00	268641	11/21/2019	Tristate Interiors	2925 Westchester Ave		Bronx	NY	10461-4503	US	(718) 823-3400		true	false	B	B	tristateinteriors@aol.com	deanscarpetexpo@aol.com, tristateinteriors@aol.com		www.tristateinterior.com	www.tristateinterior.com					Centurion	M-F: 9:00 am - 6:00 pm, Sat: 9:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 18H00, SAM: 09H00 - 17H00, DIM: Fermé, 	false
true	10026071|1000|01|00	244308	11/21/2019	Ethan Allen Inc	1805 Mallory Ln		Brentwood	TN	37027-7936	US	(615) 661-6088		false	false	B	A	rachel.klein@ethanallen.com	april.king@ethanallen.com, molly.dragoo@ethanallen.com, amanda.peterson@ethanallen.com									Please call for store hours.<br/>(615) 661-6088	Appelez pour les heures de magasin.<br/>(615) 661-6088	false
true	10026073|1000|01|00	709518	11/21/2019	D & D Floor Covering	1323 Main St		Van Buren	AR	72956-4556	US	(479) 474-0533	479-650-0848	true	true	B	B	serenasutton@ddfloors.com	serenasutton@ddfloors.com, wendydean@ddfloors.com		www.ddwindowcovering.com	www.ddwindowcovering.com					Centurion	M-F: 8:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 08H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10026115|1000|01|00	2517112	11/21/2019	Southern California Shades	1151 Pomona Rd	Ste M	Corona	CA	92882-6916	US	(951) 545-7809		false	false	H	B	lisa@socalshadesinc.com	june@socalshadesinc.com		www.southerncaliforniashades.com	www.southerncaliforniashades.com						M-F: 8:00 am - 4:30 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 08H00 - 16H30, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
false	10026079|1000|01|00	2519471	11/21/2019	Rocky Mountain Shutters & Shades	9623 E County Line Rd Ste F	Centennial Promenade	Centennial	CO	80112	US	(303) 534-5454	(303) 887-1620	true	true	B	C	astremel@rockymountainshutters.com	sales@rockymountainshutters.com		www.rockymountainshutters.com	www.rockymountainshutters.com					Centurion	M-F: 10:00 am - 6:00 pm, Sat: 10:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 18H00, SAM: 10H00 - 16H00, DIM: Fermé, 	false
true	10026080|1000|01|00	1869233	11/21/2019	Creative Blinds of Wilmington	5747 Oleander Dr		Wilmington	NC	28403-4713	US	(910) 547-0298		false	false	H	A	dianewrites@icloud.com	dianewrites@icloud.com									Please call for appointment.<br/>(910) 763-1101	Veuillez appeler pour une consultation.<br/>(910) 763-1101	false
true	10026089|1000|01|00	1791235	11/21/2019	The Shade Smith, LLC	4566 Briarwood Dr		Charlottesville	VA	22911-8394	US	(434) 987-0568		false	false	H	B	mark@theshadesmith.com	mark@theshadesmith.com		www.theshadesmith.com	www.theshadesmith.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: 9:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 09H00 - 17H00, DIM: Fermé, 	false
true	10026097|1000|01|00	2523893	11/21/2019	California Shutters & Shades	3146 Tiger Run Ct	Ste 104	Carlsbad	CA	92010-6696	US	(760) 840-7211		true	false	B	B	shannonc@calshuttersandshades.com	shannonc@calshuttersandshades.com, revinaw@calshuttersandshades.com, calshuttersandshades@yahoo.com		www.californiashuttersandshades.hdwfdealer.com	Click here to visit this dealer's website						M-F: 8:00 am - 5:00 pm, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: 08H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10026102|1000|01|00	2532959	11/21/2019	Donna Richter Interiors Inc	224 3rd Ave SE		Cullman	AL	35055-3527	US	(256) 339-0572		false	false	B	A	interiors.donna@gmail.com	interiors.donna@gmail.com		www.interiorsbydonnarichter.com	www.interiorsbydonnarichter.com						M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10026110|1000|01|00	2533770	11/21/2019	Budget Blinds Of Stapleton	902 Ivanhoe St		Denver	CO	80220-4473	US	(720) 333-3775		false	false	H	A	bbyler@budgetblinds.com	bbyler@budgetblinds.com									Please call for appointment.<br/>(720) 333-3775	Veuillez appeler pour une consultation.<br/>(720) 333-3775	false
true	10026561|1000|01|00	2536762	11/21/2019	Clive Daniel Home	2777 Tamiami Trl N		Naples	FL	34103-4481	US	(239) 261-4663		false	false	B	A	accountspayable@clivedaniel.com	vahlers@clivedaniel.com, accountspayable@clivedaniel.com, dlubner@clivedaniel.com									Please call for store hours.<br/>(239) 261-4663	Appelez pour les heures de magasin.<br/>(239) 261-4663	false
true	10026562|1000|01|00	245044	11/21/2019	Hildreth's Home Goods	51 Main St		Southampton	NY	11968-4849	US	(631) 283-2300		false	false	B	B	dbender@hildreths.com	dbender@hildreths.com		www.hamptonswindowtreatments.com	www.hamptonswindowtreatments.com						M-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 5:00 pm, Sun: 11:00 am - 5:00 pm, 	LUN-VEN: 10H00 - 17H00, SAM: 10H00 - 17H00, DIM: 11H00 - 17H00, 	false
true	10026570|1000|01|00	2534566	11/21/2019	Blind Gallery	134 SE 30th Ter		Cape Coral	FL	33904-3432	US	(239) 206-1238		false	false	H	A	ckbarger2@aol.com	ckbarger2@aol.com, sales@blind-gallery.com		www.blindgalleryfl.com	www.blindgalleryfl.com						M-T: 10:00 am - 5:00 pm, W: 10:30 am - 5:00 pm, Th-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-MAR: 10H00 - 17H00, MER: 10H30 - 17H00, JEU-VEN: 10H00 - 17H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10026577|1000|01|00	2540226	11/21/2019	Decor & Design's Inc	1740 E Venice Ave	Unit 15	Venice	FL	34292-3194	US	(941) 485-0003		false	false	B	A	cs5ski@gmail.com	cs5ski@gmail.com									Please call for store hours.<br/>(941) 485-0003	Appelez pour les heures de magasin.<br/>(941) 485-0003	false
true	10026579|1000|01|00	2513575	11/21/2019	Bluebay Design Center	219 Linden Ave		South San Francisco	CA	94080-3711	US	(650) 589-6688		false	false	S	A	yvettemeng@yahoo.com	yvettemeng@yahoo.com									Please call for store hours.<br/>(650) 589-6688	Appelez pour les heures de magasin.<br/>(650) 589-6688	false
true	10026591|1000|01|00	2520956	11/21/2019	Attico Concepts	2657 NE 189th St		Aventura	FL	33180-2605	US	(786) 395-1358		false	false	S	A	karina@atticoconcepts.com	karina@atticoconcepts.com, rosana@atticoconcepts.com									Please call for store hours.<br/>(786) 395-1358	Appelez pour les heures de magasin.<br/>(786) 395-1358	true
true	10026598|1000|01|00	2742952	11/21/2019	Colorado Custom Blinds Shades & Shutters	5325 Aubrey Way		Colorado Springs	CO	80919-3500	US	(719) 313-3141		false	false	H	A	cocustomblinds@gmail.com	cocustomblinds@gmail.com									Please call for appointment.<br/>(719) 313-3141	Veuillez appeler pour une consultation.<br/>(719) 313-3141	false
true	10026246|1000|01|00	2754681	11/21/2019	Surface Works Llc	106 SE 11th Ave		Portland	OR	97214-1315	US	(503) 235-1235		false	false	B	A	jason@surface-home.com	carin@surface-home.com									Please call for store hours.<br/>(503) 235-1235	Appelez pour les heures de magasin.<br/>(503) 235-1235	false
true	10026252|1000|01|00	241754	11/21/2019	Cambridge Flooring Design	4060 Flying C Rd	Ste 29	Cameron Park	CA	95682-9663	US	(530) 672-2566	(530) 391-3092	true	true	S	B	jmarrb@comcast.net	cambridge@directcon.net		www.cambridgeflooringdesign.com	www.cambridgeflooringdesign.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10026255|1000|01|00	1820031	11/21/2019	Aloha Blinds & Design	900 SE Wilson Ave	Ste C	Bend	OR	97702-1416	US	(541) 317-4684		false	false	B	A	keith@alohawindowcoverings.com	keith@alohawindowcoverings.com									Please call for store hours.<br/>(541) 317-4684	Appelez pour les heures de magasin.<br/>(541) 317-4684	false
true	10026259|1000|01|00	255071	11/21/2019	Norris Home Furnishings	5015 S Tamiami Trail		Naples	FL	34103	US	(239) 263-0580		false	false	B	A		rn@norrisfurniture.com, mdudley@norrishomefurnishings.com									Please call for store hours.<br/>(239) 263-0580	Appelez pour les heures de magasin.<br/>(239) 263-0580	false
true	10026260|1000|01|00	2746991	11/21/2019	Ethan Allen	575 Market Ct		Myrtle Beach	SC	29577-9610	US	(843) 916-8440		false	false	B	A	kathy.evans@ethanallen.com	paul.shaw@ethanallen.com									Please call for store hours.<br/>(843) 916-8440	Appelez pour les heures de magasin.<br/>(843) 916-8440	false
true	10026270|1000|01|00	2730746	11/21/2019	Michael's Window Treatments	105 Harmony Crossing	Ste 3	Eatonton	GA	31024	US	(706) 923-2929		true	true	B	C	ponderm@bellsouth.net	ponderm@bellsouth.net		www.michaelsatthelake.com	www.michaelsatthelake.com						M-F: 9:00 am - 5:00 pm, Sat: 10:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 10H00 - 15H00, DIM: Fermé, 	false
true	10026277|1000|01|00	1338444	11/21/2019	Classic Blinds & Closets	123 SE Parkway Ct	Ste 140	Franklin	TN	37064-3949	US	(615) 794-0324		false	false	B	A	scott@classicblindsandclosets.com	scott@classicblindsandclosets.com									Please call for store hours.<br/>(615) 794-0324	Appelez pour les heures de magasin.<br/>(615) 794-0324	false
